"id","texto","palavras"
"F0039","Dois blocos fundamentais definem o caminho que se percorre, ainda que de forma imaginária. A pergunta central é sempre: o que é isto? O que é viver aqui, nisto? É a realidade. Nós na realidade. O que é ser espécie humana? O que é ser animal? A origem é hoje amplamente explicável pela evolução: comportamentos ao longo de milhares de anos moldaram características corporais. Isto liga-se diretamente ao que somos nós — não apenas seres pensantes, mas entidades corporais integradas. O corpo e o pensamento estão ligados; as redes neuronais não se restringem ao cérebro. O pai e o filho percorrem a vida juntos, o filho cresce, o pai morre, o ciclo continua. Mesmo que não se viva de acordo com o passado, a verdade permanece. Eventos externos — como meteoritos — mostram que a realidade impõe condições independentes da vontade. A continuidade do modo de ser é necessária: não como repetição absoluta, mas como enquadramento. Mudanças exigem correção de hábitos e não ocorrem de um dia para o outro. Se encarnamos um modo de ser, somos esse modo até que ações efetivas nos tornem diferentes.","186"
"F0040","Nem sempre somos aquilo que somos: há acontecimentos que irrompem fora do modo de ser estabilizado e que funcionam como aberturas da própria vida. Quando algo acontece e depois perdura e se estabiliza, então passa a integrar quem somos. A lógica não está reservada a elites; as leis universais aplicam-se à vida comum. Modos de tratamento linguístico revelam modos de ser. Num mundo de IA, quando os produtos se tornam indistinguíveis dos humanos, o único critério restante para o humano conhecer a realidade é a verdade. Não é necessário saber tudo, apenas conhecer como a vida é e como o homem é dentro da realidade. As sociedades substituíram códigos morais, crenças e arquétipos transmitidos como verdadeiros, orientadores do modo de ser. A remoção dessa estrutura conduz ao relativismo e à perda de continuidade da mente e da sociedade. Daí decorre não apenas o absurdo, mas a produção de proposições maléficas, resultantes da dissolução dos modos de ser coletivos.","158"
"F0041","Chega-se hoje a afirmar seriamente que a realidade não existe e que apenas o que se sente existe. Daí decorrem posições em que qualquer critério se torna justificável: se sou homem posso ser mulher; se o bebé está apenas dentro de mim, encontra-se sempre um argumento para justificar o seu extermínio. Não se trata já de reconhecer o erro e ocultá-lo, mas de justificar culturalmente a posição como verdadeira e boa. Como a realidade deixa de fazer parte da equação, a justificação desloca-se para um cientificismo, uma racionalidade ou um formalismo qualquer. Neste contexto, Deus surge como a melhor ideia e ferramenta civilizacional, aperfeiçoada por Cristo, pela apreensão imediata de uma ideia centrada no homem.","115"
"F0042","A questão central é que é a verdade do ser que a esquerda necessita da direita para se enquadrar; sem isso, degenera. A direita fornece a ciência e a espada; a esquerda, o ideal e a morte. Trata-se de uma necessidade do sistema: a forma preserva-se nos seus meandros, especialmente com a existência de meios de comunicação que ultrapassam o local. Estamos neste ponto da história humana: descobrimos o processo e adaptamo-nos a ele, até que aquilo que sustenta o processo se imponha. Tudo isto são tautologias: o real descobre-se observando o movimento dos ponteiros do relógio da vida humana. Os ponteiros são os homens — se fossem pedras, as horas não mudariam. O real é o real. A relação, ainda enquanto relação, continua a ser real.","127"
"F0043","Este modo de ser do homem aplica-se a tudo. Marx descreveu o materialismo económico: descreveu uma parte do processo, ao identificar tensões entre pessoas, entre minicírculos e entre minicírculos e grandes círculos. Descobriu algo real, mas, como é típico, à descrição incompleta acrescentou normatividade, proporções valorativas e atribuição de valor. É o que o homem faz. Os estruturalistas aprofundaram este movimento. Não é inevitável que a descoberta de um processo venha acompanhada da descrença no seu fundamento ou no que o sustenta. Esta é mais uma verdade necessária que decorre da existência de sistemas com entes conscientes de si próprios. O modo de ser humano manifesta sempre a mesma dualidade: permanecer na caverna e morrer à fome ou sair para caçar leões. Defender-se, proteger-se, conservar o que é — mas conservar obriga a conhecer o que é. Conhecer não pode ser apenas conservação local e imediata. A busca pelo desconhecido também exige conservação. Esta não é uma distinção criada pelo pós-modernismo, mas uma derivação necessária de sermos animais dotados de cérebro.","171"
"F0044","O discurso público não é naturalmente direcionado à realidade, porque a sua própria característica é ser limitado e autorreferencial: fala de si mesmo e dos eventos imediatos, usando as ferramentas que o constituem. Não pode haver enraizamento no real sem que o seu círculo se expanda, o que só seria possível se ideias verdadeiras fossem mais “pegajosas” do que as ideias de esquerda — algo que exigiria sacrifício e, por isso, tende a ser evitado. Alguns filósofos compreenderam a autorreferencialidade, mas fixaram-se nos símbolos da linguagem. A realidade contém objetos, alguns animados, e ver é a melhor forma de navegar; esperar que os animais percecionem o mundo sem representação é incoerente. A complexidade humana deriva da experiência adaptativa: o ser humano é o animal de todos os nichos. Ver melhor o mundo — representar o mundo no cérebro de forma cada vez mais sofisticada — é uma necessidade ontológica imposta pelas condições ambientais de florescimento. O descrever vem depois do ver; historicamente, primeiro surge o objeto. Ainda que respostas emocionais de primeira ordem, adequadas a círculos próximos, tenham valor adaptativo, a sua verdade assenta sempre na realidade, nem que seja pelo seu fundamento biológico.","194"
"F0045","Este quadro permite propor frases verdadeiras sobre aquilo que não é o melhor modo de ser, aplicáveis a qualquer discussão ou dissenso. Os dissensos são, em geral, equívocos mútuos: não apenas sobre o que é dito ou ouvido, mas sobre o que se pensa estar em discussão, acrescidos de fatores primários que impedem a discussão de alguma vez ser verdadeira. Pensando em Camus, nos existencialistas e na alegoria de Sísifo, vê-se que essas respostas são dadas a um problema por eles próprios criado, resultante de um modo de análise limitado, incapaz de retirar valor do facto e de formular proposições verdadeiras sobre o significado da vida. Assim, recorre-se a ajustes comportamentais ou enquadramentos arbitrários do agir humano, como única direção justificável dentro do próprio absurdismo — o que é irrelevante. Mesmo que não se extraia valor do facto, o facto permanece, e é possível ver que estas posições não são verdadeiras: podem ter adequação literária ou funcionar em certos círculos, mas não produzem proposições verdadeiras. Se o fizessem, os modos de ser humanos seriam suicidas, exigindo racionalizar o não-matar-se. O mesmo se observa em pessimismos contemporâneos como o antinatalismo, que constroem justificações morais únicas a partir de enredos desadequados. Isto revela como o intelectualismo meramente formal — inteligente apenas no sentido corrente — produz excecionalismos falsos. Como todas as inteligências formais são colocadas em pé de igualdade no discurso académico e público, torna-se evidente a tendência de qualquer sistema que contenha seres humanos: assim que se institui uma “verdade”, constroem-se imediatamente sistemas formais em torno dela.","256"
"F0046","Os Estados Unidos constituem um exemplo singular: um grupo de homens concluiu que, para a melhor sociedade possível, bastam cerca de 14 artigos numa constituição. Isso explica terem-se tornado a melhor civilização alguma vez conhecida, potencialmente a única capaz de libertar a humanidade de catástrofes cósmicas como o colapso do Sol ou o impacto de um cometa. O contraste é visível na Europa, por exemplo em Portugal, cuja Constituição contém quase 300 artigos. Esta diferença exprime dois modos de ser distintos — os únicos dois modos fundamentais. Um esquece que o homem é; o outro lembra-se de que o homem é, no sentido ontológico do existir. Daí resulta um Estado que se limita a si próprio versus um Estado que existe para limitar o homem.","125"
"F0047","O panpsiquismo surge como um argumento absurdo que tenta afirmar que tudo é consciência apenas para evitar dizer que tudo é matéria. A contenda nasce de argumentos infantis na filosofia da mente, como o exemplo de imaginar um sujeito sem memória. Não ter memória é apenas não ter perduração experiencial; memória é a continuidade do ser após um evento. Se algo continua a existir depois de um acontecimento, tem memória. A diferença está apenas no grau de acesso, fineza e consciência dessa memória. O panpsiquismo tenta reduzir tudo a uma questão de complexidade, como se adicionar camadas transformasse algo qualitativamente noutro tipo de ser. Isto reflete um pós-modernismo aplicado à filosofia da mente: evita discutir o que é (matéria, homem, realidade) e limita-se a descrever processos e a formular proposições sobre eles. O homem é um animal biológico adaptativo, inserido num nicho que não reavalia continuamente as razões das suas crenças; estas persistem pela adequação à vida que permitem. Assim, o modo de ser do indivíduo reflete o modo de ser da sociedade. Apenas poucos dispõem-se a gastar energia a pensar e a destrinçar a verdade. O panpsiquismo prospera porque se ajusta ao estado pós-moderno centrado no processo e na forma, sendo uma variante do relativismo. No fundo, há apenas dois modos de ser fundamentais: a busca da verdade e a busca da forma/processo. O panpsiquismo é um travestismo filosófico que mascara esta divisão essencial.","235"
"F0048","Este padrão é observável em todos os níveis. Ao nível individual, qualquer comportamento ou conduta adotada — para com outro, consigo próprio ou com o meio — fica registado no corpo. Esse modo de ser existiu, logo existe, mesmo que não seja explícito para o próprio. A pessoa tende a continuar a revisitar esse modo de ser, não a revê-lo reflexivamente. A resposta normal é a preservação: preservar o ser e justificar o modo adotado através de enquadramentos que permitam manter a coerência interna, deslocando o “mau modo” para fora do eu. Isto parece abranger a maioria da população humana, por necessidade ontológica e biológica. O percurso humano — ter filhos, transmitir modos de ser, repetir padrões ao longo de centenas de milhares de anos — mostra esta continuidade. Surgem depois posições que elevam o processo a estatuto ontológico: a ideia de que, ao conhecer o processo, o homem se torna “deus do processo”, deixando de viver para ser vivido. Essas posições atribuem ao processo um estatuto superior ao que o permite, confundindo causa e condição. O discurso reduz-se a punch lines sobre como as coisas aparentam ser, escolhendo o processo como único horizonte existente. Isto conduz à crença de que o real é aquilo que se faz dele, que o ser é apenas o processo conhecido, e que o tempo e o caminho individual são exteriores à realidade — uma consequência inevitável da biologia humana e da tendência para substituir o real pelo processo. Daí a conclusão cultural de que “Deus morreu”.","253"
"F0049","A consciência é tratada como algo “especial” para ser elevada e separada do meio que a torna possível, esquecendo-se de que sensação, deteção simples, ouvir, ver e transformar vibrações em experiência são provas da sua naturalidade. A capacidade de reconstruir imageticamente objetos exteriores mostra o carácter natural da consciência; negar que animais veem apesar de terem olhos é absurdo. A emergência da consciência não exige mistificação: se existe um plano onde algo pode aparecer, então a aparição é necessária. A inteligência humana é uma forma natural que poderia, em princípio, surgir noutros seres vivos se as condições civilizacionais o permitissem, mas isso não implica qualquer teleologia do universo. O erro surge quando o discurso filosófico se afasta da lógica da realidade e se valida apenas por coerência interna. As crenças persistem porque o ser humano é biologicamente feito para se adaptar a círculos e nichos, não para os reavaliar continuamente. A filosofia da mente torna-se então excessivamente formal, compartimentalizada e autorreferencial, procurando refúgio em argumentos cada vez mais técnicos para evitar a ontologia. A consciência é confundida com substância, alma ou algo exterior à realidade, o que é absurdo. O discurso torna-se sábio apenas na aparência, pois sabedoria é adequação à realidade. Proposições verdadeiras são aquelas que melhor descrevem o real; o erro não é uma entidade, mas um modo de ser desadequado. No fim, todas as correlações entre meios e fins reconduzem à mesma questão: o ser.","238"
"F0050","A posição emotivista, tal como apresentada por Alex O’Connor, reduz proposições éticas a expressões emocionais ou comandos (“não faças isto”), negando-lhes qualquer estatuto de verdade. A ética seria apenas um subproduto do facto de o ser humano ser um animal emocional, sem relação com a verdade ou com a realidade. Este argumento incorre num erro categorial: trata a consciência como entidade autónoma separada da realidade e reduz a ética a mera expressão subjetiva. No entanto, a ética necessária — como a proposição “o homicídio é mau” — decorre da própria existência humana; sem ela, os modos de ser humanos tornar-se-iam inviáveis. A incapacidade de explicar tudo (na física, na cosmologia ou na consciência) não invalida a verdade das descrições parciais do real, pois todo o acesso ao real é necessariamente descritivo. A representação — sensorial, imagética, linguística — surge quando existem entidades capazes de receber sinais do exterior e de manter coerências da realidade na memória. A complexidade humana resulta da capacidade de representar não apenas objetos isolados, mas cadeias de relações no tempo e no movimento, possibilitando imaginação e criatividade. Negar a verdade de proposições éticas conduz ao relativismo, que acaba por minar até verdades científicas. Embora os modos de ser humanos sejam influenciados por emoções e círculos locais, o real não se limita a essas propriedades emergentes; estas propagam-se apenas porque a estrutura da realidade o permite.","229"
"F0051","O acesso ao real — universo, física, homem, consciência e campo das possibilidades — contém necessariamente o bom e o errado, o certo e o verdadeiro. O erro surge quando estes planos são tratados como substâncias ou realidades distintas, em vez de círculos integrados no real. A consciência não é uma coisa, mas uma relação; tal como um pontapé não está “dentro” da perna, a relação não está contida nos seus termos. A representação é, por definição, uma relação, e é isso que a consciência é. Todo o conhecimento humano — a filosofia no sentido próprio, enquanto saber sábio — visa a unificação progressiva da descrição do real. O homem, enquanto ser histórico, acrescenta modos de ser: da deteção à representação, da adaptação biológica à transmissão de arquétipos, genes e comportamentos. A passagem de ideias através de memes e arquétipos encarna modos de ser e unifica o pensamento filosófico. A verdade é apenas o nome dado ao que é real; um modo de ser verdadeiro é aquele que se comporta de acordo com a realidade. Proposições valorativas verdadeiras são sempre possíveis porque o dever-ser está limitado pelo poder-ser. Existem apenas dois modos fundamentais: o modo verdadeiro e todos os outros. Os modos não verdadeiros prevalecem por adaptação energética e preservação de crenças. Em sociedades de larga escala, modos comportamentais próprios de círculos pequenos tendem a dominar os círculos maiores. A filosofia que se fixa apenas no processo e na forma, retirando o real da equação, torna-se autorreferencial. Mesmo génios como Wittgenstein, embora tenham revelado verdades sobre o jogo da linguagem, falharam em reconhecer o plano real onde esse jogo se manifesta.","271"
"F0052","Preferir não ser racional equivale a preferir que a espécie humana nunca se tivesse desenvolvido. Dadas as características biológicas e ambientais que permitiram a emergência da consciência, a racionalidade era inevitável; mesmo que se desejasse que a consciência não tivesse surgido, ela surgiria. Apreender é distinto de pensar: apreende-se objetos, mas pensa-se sobre pensamentos. Pensar sobre um cão não é pensar sobre o cão visto por outro, mas isso não nega nem afirma a existência do cão; apenas mostra que toda a apreensão humana é mediada por estarmos inseridos no real. Toda a afirmação é, em última instância, sobre o real. O erro está em tratar o real como algo externo a nós. É da própria existência que se extrai a necessidade ontológica: saber que existimos no real implica saber que agir contra o real é mau. Para saber o que é bom, é necessário descrever corretamente o real, incluindo o campo das possibilidades. Dentro do poder-ser, agir a favor da realidade é bom, não apenas no plano descritivo, mas também no plano valorativo.","174"
"F0053","O ser, seja quem for, se existe, existe dentro do que lhe possibilita existir. Conhecer o real implica agir dentro dos seus limites: não se constrói uma casa com o telhado por baixo das paredes. O real é o que é, e o homem torna-o reconhecido, não apenas detetado como pelos outros animais. Vivendo no campo das possibilidades, qualquer proposição pode ser medida relativamente ao real, que é aquilo que permite o florescimento. A evolução humana prova isso: não foi pela estagnação, mas pela exploração, socialização e integração do real. A representação imagética — como a do tigre — permite antecipação e adaptação. Os arquétipos nascem dessa capacidade representacional e emocional, que no humano se desenvolve de forma ética e imagética avançada. A consciência emerge da capacidade de representação manipulável e comunicável, intensificada pela vida social. A ação livre existe dentro de um modo de ser inserido no real, sempre com referência a ele. O comportamento emocional é o mais adequado aos círculos menores onde a humanidade se formou, mas torna-se inadequado quando aplicado a círculos maiores, como civilizações, por não corresponder ao modo de ser exigido por esses níveis do real.","192"
"F0054","A fala surge como resposta à existência de estados mentais partilháveis entre indivíduos que se reconhecem como semelhantes. A linguagem aparece como meio necessário para expressar estados mentais num contexto social. A diversidade linguística deriva dos diferentes modos de ser e civilizações que os propagam. O homem, ao conhecer um sistema, tende a exprimi-lo até à exaustão, intelectualizando-o ao limite, retirando-lhe todo o “suco”. Essa tendência leva à autonomização da linguagem enquanto meio, tentando-se retirar qualquer significado real que não seja o próprio sistema linguístico. Quando se separa linguagem e objeto — quando o discurso deixa de referir o real — todo o sistema de crenças passa a operar apenas dentro do próprio discurso. Nesse contexto, torna-se impossível dizer o que é melhor, correto ou errado, não por impossibilidade ontológica, mas porque se removeu o plano onde o sistema existe: o real.","142"
"F0055","Argumento sobre livre-arbítrio: ou tudo é determinado, ou é aleatório/sem causa; em ambos os casos, conclui-se que não há livre-arbítrio. A crítica a este enquadramento é que ele omite a distinção entre possibilidade e atualidade no plano da ação deliberada. A deliberação é possível porque há acesso representacional reflexivo à realidade; a pergunta “o que nos leva a deliberar?” responde-se pelo que permite deliberar: a estrutura representacional consciente. A liberdade humana situa-se no campo de possibilidades próprio do ser humano: ao contrário de uma pedra, cujo movimento está estritamente subordinado ao decurso físico sem interioridade, o humano opera num campo de possibilidades que não se reduz a eventos naturais imediatos. Expandir o livre-arbítrio para fora do círculo de possibilidades próprio de um animal consciente é erro categorial. A vida comum fornece prova prática dessa liberdade: conduzir um automóvel envolve múltiplas decisões integradas (perceção, regras, antecipação, controle motor), baseadas em representações e ajustamentos contínuos. Reduzir isto a mecanicismo e concluir que a consciência “não existe” ignora que somos animais e que nenhum outro animal executa esse nível de coordenação representacional deliberada. A moldagem de representações não é explicável como simples mecânica sem um ponto de vista reflexivo, ainda que coexistente com processos automáticos dentro do real. Os círculos do real não são todos o mesmo círculo: o corpo permite reflexão sem que isso implique operar no nível físico fundamental. O bem está implicado em toda a vida prática: cozinhar, cortar, afiar, requer conhecer o real e agir conforme ele. O “bom” e o “aquém” emergem desde a estrutura basal dos factos. Isto é tautológico: um objeto dentro do real que tenta conhecer o real tem de confrontar-se com o real.","279"
"F0056","A orientação ao real não requer esforço super-humano: ser bom pai implica simplesmente sê-lo, não abandonar o filho sem o arquétipo permanente do pai. Quer essa orientação resulte de mecanicidade do ser, de pensamento deliberativo ou de ação voluntária com livre-arbítrio é irrelevante; o critério é sempre o real. A diferença é apenas entre o implícito e o explícito. O custo energético do pensamento reflexivo faz com que a tendência natural seja a primazia da emoção, o que confirma a adequação evolutiva do homem enquanto animal inserido no real. As características humanas evoluem dentro do real, como mostram adaptações biológicas locais (ex.: populações humanas com maior capacidade de retenção de oxigénio em certos contextos ambientais). Cada grupo humano adapta-se ao seu círculo de realidade, e isso é bom porque é conforme ao real vivido. Se a vida é relacional, então a verdade depende sempre da estrutura da relação. O erro grave do pensamento supostamente sábio é transformar o termo, a linguagem ou a forma intelectualizada na totalidade da análise, desligando-a da fundação real. Há apenas dois modos fundamentais de ser: o que esquece que pisa a terra para andar, e o que acha que o problema está nos sapatos.","199"
"F0057","As virtudes de Aristóteles não serão apenas a sistematização ou a explicitação de modos de ser verdadeiros, pela identificação dos arquétipos do ser humano. Mas no próprio Aristóteles se nota a incompletude ou a dificuldade da análise exterior a nós mesmos e por isso a compartimentalização do real nas quatro ou cinco causas que ele lá propõe.

A tese, a antítese e a síntese são também modos de integrar o ser, colocando aquilo que o conhece dentro do ser pela própria necessidade ontológica. Contudo, quando a dialética é tomada como estrutura autónoma — como início e fim — e usada como critério do verdadeiro ou do bom, falha necessariamente, e tem falhado sempre.

Essa falha repete-se quando estruturas intelectuais passam a operar como modos de ser normalizados em larga escala. O ser humano tende a viver segundo representações culturais que cria para tornar o real funcionalmente digerível. Uma vez interiorizadas, essas representações tornam-se o modo de operar por defeito sobre a realidade.

Assim, quando se conhece que Deus não existe, passa-se a viver como se Deus não existisse. Do mesmo modo, conhecer o homem como livre e digno implica necessariamente um certo caminho de ser.","195"
"F0058","No campo das possibilidades do ser, uma espécie capaz de construir casas necessita da representação de casas, o que implica a agregação. Quanto mais complexa se torna a representação da casa, mais se estende o conhecimento do real, ou uma coisa acompanha a outra.

Saber que é necessário um telhado não é não querer ver as estrelas, mas reconhecer que o real em que se habita inclui a chuva. O espanto reside em como se tenta retirar o homem do ser, ou a consciência do ser, e em como se procura retirar o valor do homem — que é apenas o homem a existir — de um meio criado pelo próprio homem.

O ser permitiu as criações do homem; o homem não criaria se o ser não o permitisse. O homem é diferente, tal como uma pedra é diferente de uma árvore. Toda a teoria da física moderna descreve estas regras, incluindo a conservação de energia.

Dentro de um círculo de existência que existe no ser, não pode haver disfuncionalidade contra o ser. Também na física quântica, mesmo quando não há uma posição determinada, há ainda posição; há emergência, mas não surgimento do nada. O colapso não é arbitrário: é necessidade do ser. Para haver colapso, o ser tem de se conhecer a si mesmo, o que implica atualidade.

O ponto ontológico é que, se há relação, essa relação não pode existir apenas como potencialidade. Pode sê-lo em quase todos os casos, mas enquanto relação — como ser a tocar o ser — tem de ser atual.","257"
"F0059","Do ponto de vista humano e animal, a relação com o real começou pela deteção. Do ponto de vista celular, na sopa primórdica, essa relação manifestava-se em processos de ingestão, separação e colisão. Esse processo foi-se refinando até à emergência de órgãos sensoriais — olhos, ouvidos, membranas sensíveis — para apreender o exterior ao organismo, mas também o interior, permitindo reconhecer estados como fome, saciedade ou excreção.

Essa relação não é estranha nem excecional; decorre da própria existência do ser. Contudo, as regras que explicam o ser humano enquanto animal deixam de ser suficientes quando o animal deixa de viver diretamente no ambiente e passa a viver naquilo que representa que o ambiente é. O plano ontológico altera-se: passam a existir círculos distintos.

É a maximização da mediação — o aperfeiçoamento da descrição — que torna possíveis as inovações humanas. Não poderia ser de outra forma. Mesmo os estados de coisas mais maléficos e dolorosos, frequentemente atribuídos ao homem enquanto fonte do mal, pertencem ao real. Essa crítica esquece que é também o homem quem pode transformar esses estados em melhores estados de coisas, porque só o homem consegue abarcar e integrar todos os nichos do real.","197"
"F0060","1. O dever moral é o dever-ser que é real porque limitado pelo pode-ser. O chamado gap existe apenas pelo esquecimento de que o livre-arbítrio do homem não é critério absoluto do bem, pois só existe onde o real o permite. Não há gap: há melhor ou pior descrição do real. O que deve ser é sempre o que é, ainda que não esteja atuado.

2. Claro que para cada modo de existir há diferentes modos de ser. Alguns valores são adequados a círculos menores, mas valores relativos a círculos maiores nada têm que ver com as relações internas dos círculos menores. Isso suporta a teoria, não a refuta.

3. Não há redução a função biológica. Trata-se da função ontológica do ser: o ser é função de si mesmo, senão não seria. A biologia aplica-se aos organismos; a ontologia não se reduz a isso.

4. Se algo é verdadeiro, como não será então bom? A distinção apresentada não faz sentido ontológico.

5. O mal é simplesmente o ser que podia ser melhor descrito e melhor aplicado no dever-ser e não o faz. O erro é pensar que do céu cai ouro. O mal é esquecer que cada homem é o ser a olhar para si mesmo.

6. A criatividade não viola o real. Parte de um órgão que cria representações imagéticas complexas e que só existe porque o real existe. Toda a ontologia é estruturalmente determinista. A vida animal do homem é o chão a partir do qual o homem pode escolher o próximo passo e quebrar cadeias causais.

7. A confusão existe apenas porque o homem moderno pensa fora do real.

8. O conhecimento empírico mostra que o ser reflexivo que vive sabendo o que é é o melhor em todos os critérios de avaliação — biológico, antropológico, sociológico — em qualquer sistema ético, do deontológico ao utilitarista ou emotivista.

9. É tautológico por necessidade do ser, visto que o agir existe dentro do real.

10. A objeção é tão parva que nem merece resposta.","336"
"F0061","A questão fundacional não é a consciência em si, mas a existência de um ser onde algo conhece o ser. A tendência da existência e do tempo é a de perdurar estruturas do ser, pois sem isso não haveria movimento nem qualquer permanência. Não se afirma que a consciência seja necessária; fala-se antes de uma necessidade ontológica de raiz, um solo onde a árvore pode crescer, existente no plano das possibilidades e do virtual.

Dado um ser que reconhece o ser e que pode existir livremente dentro dele, o melhor modo de ser tem sempre de recair na necessidade de como o ser é. O que emerge das relações do que existe, quando não é meramente mecanicista, possui um campo de aplicação potencial muito superior, especialmente no ser que consegue moldar parte do ser.

A direção necessária é sempre a do campo onde a potencialidade existe. Quanto mais se avança na concretização de potencialidades — simples ou complexas — mais aí residem o bem e a verdade. Trata-se de uma representação processual básica a partir da qual tudo nasce.

Os modos de ser reduzem-se sempre a dois: viver segundo as potencialidades ou não viver segundo elas; viver conforme o modo que é ou apenas pensar sobre o que pode ser. Em contexto social, à escala macro, não são as relações de poder que explicam o fluxo, mas a melhor descrição da realidade. Quem possui o melhor conhecimento do real alcança campos de potencialidade ainda não descobertos.

A dúvida sobre o dever-ser permanece apenas no erro categorial e no erro de descrição. Se a descrição é o único modo de validação do pensamento humano, é nela que recai o critério do bom e do verdadeiro. Tudo o que existe consciente só pode ou representar o que existe ou não o representar.

Não há reconhecimento ideal nem consciência absoluta: há o universo a conhecer-se nas condições específicas do animal humano, limitado pelo seu corpo, pelo seu meio e pela sua história evolutiva. Qualquer ideia de consciência universal sem meio é um absurdo ontológico.

O campo das potencialidades do ser consciente é múltiplo, permitindo tantos modos de ser quantos seres conscientes existirem. Qualquer modo de ser que não elimine outros nem contradiga o real é permitido pelo ser. Não há condenação ontológica por não ser outro modo de ser, nem aspiração heroica necessária.

O valor é uma abstração da potencialidade não atualizada. O juízo sobre o que é melhor ou desejável depende sempre da relação entre potencialidades. Um juízo será tanto mais verdadeiro quanto melhor descrever o real, e não quanto mais se aproximar de um dever-ser abstrato.","435"
"F0062","O campo das potencialidades existe independentemente da consciência. Mesmo sem ser consciente, o vento poderia empurrar uma rocha para cair a cinco ou a seis metros; a formação de uma rocha poderia ter sido diferente por uma variação ínfima da massa de uma estrela. O campo das potencialidades está inscrito no ser.

O que o homem faz, enquanto consciência reflexiva, é ampliar esse campo de potencialidades e tocar nessas potencialidades. Não apenas por refletir sobre o universo, mas por poder orientar o movimento da existência num certo sentido. O campo que se abre com a consciência reflexiva torna-se direcionável pela própria consciência reflexiva.

Todas as sociedades humanas manifestam isto. Qualquer civilização pode viver segundo um modo de ser e justificá-lo pela própria existência desse modo de ser. O homem tende a viver sobre as formas que cria — processos, representações, relações — e a adaptar-se a elas, tomando-as como critério do melhor modo de ser.

Exemplos de modos de ser internamente coerentes incluem sociedades que consideram legítimo que as mulheres não sejam livres como os homens, justificando isso por autoridades simbólicas internas. Dentro desse círculo, há coerência. No entanto, círculos ontológicos superiores mostram que não é o melhor modo de ser, critério que se mede pela capacidade de alargamento ao real.

As sociedades que inovam são as que permitem ao homem conhecer o real. Isso foi reconhecido quando se identificou a liberdade como característica humana e se fundiu essa característica com a ideia de que cada homem é livre, permitindo a emergência das sociedades mais amplas e tecnicamente avançadas.

Contudo, viver sobre a representação do real, em larga escala, leva o sistema a viver sobre si próprio e a afirmar que a liberdade permite negar a realidade. Essa posição falha, pois ninguém existe sozinho: para um existir, tudo o resto tem de existir. Caso contrário, cai-se no absurdo de múltiplos sujeitos reivindicarem ser critério último da realidade.

Essa falha conduz a devaneios em que se afirma, por exemplo, que um homem é uma mulher apenas por se sentir como tal. O erro decorre do desconhecimento do próprio campo de potencialidades do ser consciente, que só pode ser conhecido pela exploração efetiva, passo a passo.

A ação e a reflexão operam em repetição contínua. O instinto animal tende a preservar o modo de ser anterior; não cria um novo ser a cada instante. A memória e o pensamento emergem de mapas neurológicos fisicamente ancorados em pensamentos anteriores. Sem isso, qualquer opinião seria diferente a cada tentativa de pensar.

A mudança de modos de ser implica sempre destruição e sacrifício energético, contrariando a autopreservação do sistema. Por isso, o comportamento por defeito é permanecer nos mesmos modos de ser, que mantêm coerência interna.

As novas possibilidades iluminam apenas uma parte do espaço; o resto permanece igual. Se não houvesse limitação animal, toda a estrutura se deslocaria imediatamente para o novo espaço, o que tornaria impossível a estabilidade. O corpo funciona porque as células permanecem no seu círculo funcional; se tentassem viver fora dele, a estrutura desintegrar-se-ia.","504"
